Dateiname,Dateigröße,Datum,LRH,Nicht-LRH,Schlussfolgerung,Model
690513 — HCO Bulletin — Peculiarities  [B075-039].txt,1722,17-10-24 14:46,0.9741,0.0259,Wahrscheinlich LRH,roberta-large
"610105 — HCO Bulletin — O-W, A Limited Theory  [B161-001].txt",4654,17-10-24 14:46,0.9300,0.0700,Wahrscheinlich LRH,roberta-large
710626 — HCO Bulletin — CS Series 037R - Addition 3  [B011-094].txt,5584,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610417 — HCO Bulletin — Training Drills Modernized  [B001-030].txt,13730,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600122 — HCO Bulletin — For Those for Whom the Worst Is Barely Bad Enough (Advertisement)  [B024-019].txt,1540,17-10-24 14:46,1.0000,0.0000,Wahrscheinlich LRH,roberta-large
590718 — HCO Bulletin — Technically Speaking  [B035-077].txt,806,17-10-24 14:46,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
780924RC — HCO Bulletin — Dianetic Clear  [B102-023].txt,3788,17-10-24 14:46,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-large
600505 — HCO Bulletin — Help  [B114-012].txt,15598,17-10-24 14:46,0.9990,0.0010,Wahrscheinlich LRH,roberta-large
711212 Issue 12 — HCO Bulletin — No FN at Exams - PC Examiner Action  [B011-265].txt,1537,17-10-24 14:46,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-large
600204 — HCO Bulletin — Theory of Responsibility Processing  [B036-027].txt,7639,17-10-24 14:46,0.0702,0.9298,Wahrscheinlich Nicht-LRH,roberta-large
700720 — HCO Bulletin — Folder Error Summaries  [B010-080].txt,3078,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600818 — HCO Bulletin — Vital Information  [B024-176].txt,2965,17-10-24 14:46,0.3580,0.6420,Wahrscheinlich Nicht-LRH,roberta-large
711218-1 — HCO Bulletin — Chronological Index of CS Series HCOBs by Title and Subject  [B012-092].txt,4531,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
700424 — HCO Bulletin — Composite Engrams  [B043-036].txt,3004,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
701026 Issue 3 — HCO Bulletin — Obnosis and the Tone Scale  [B052-034].txt,9365,17-10-24 14:46,0.9976,0.0024,Wahrscheinlich LRH,roberta-large
"701210 — HCO Bulletin — Learning Drill, The  [B043-125].txt",4028,17-10-24 14:46,0.0041,0.9959,Wahrscheinlich Nicht-LRH,roberta-large
590903 — HCO Bulletin — Why ''Victim'' Works as a Process  [B145-010].txt,9034,17-10-24 14:46,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
690430 — HCO Bulletin — Auditor Trust  [B075-028].txt,1590,17-10-24 14:46,0.9968,0.0032,Wahrscheinlich LRH,roberta-large
"590105 — HCO Bulletin — Suggestion for Promotion, A  [B035-002].txt",1848,17-10-24 14:46,0.1263,0.8737,Wahrscheinlich Nicht-LRH,roberta-large
"700728 — HCO Bulletin — Exteriorization Intensive Flub and False Declares, An  [B010-095].txt",6021,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
721105 Issue 4 — HCO Bulletin — OCA Graphs  [B012-172].txt,2268,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
601031 — HCO Bulletin — Processing by Correspondence  [B036-165].txt,1434,17-10-24 14:46,0.2460,0.7540,Wahrscheinlich Nicht-LRH,roberta-large
721223 — HCO Bulletin — CSing Integrity Processing  [B050-092].txt,2920,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
601013 — HCO Bulletin — Script of a Model Session  [B141-048].txt,2259,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"640908 — HCO Bulletin — Overts, What Lies Behind Them  [B088-006].txt",2416,17-10-24 14:46,0.9900,0.0100,Wahrscheinlich LRH,roberta-large
620412 — HCO Bulletin — CCHs - Purpose  [B002-021].txt,2277,17-10-24 14:46,0.0019,0.9981,Wahrscheinlich Nicht-LRH,roberta-large
690712 Issue 2 — HCO Bulletin — Amendment to HCOB 5 June 1969 - Two Dianetic Remedies  [B151-017].txt,617,17-10-24 14:46,0.9768,0.0232,Wahrscheinlich LRH,roberta-large
600321 — HCO Bulletin — Research Project  [B024-084].txt,1134,17-10-24 14:46,0.9785,0.0215,Wahrscheinlich LRH,roberta-large
721223 — HCO Bulletin — CSing Integrity Processing  [B012-216].txt,2915,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
621117 — HCO Bulletin — Routine 3-21  [B002-085].txt,7031,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
591005 — HCO Bulletin — Finance  [B139-006].txt,1123,17-10-24 14:46,0.9996,0.0004,Wahrscheinlich LRH,roberta-large
710331 — HCO Bulletin — Programming and Misprogramming  [B078-030].txt,2179,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
641210 — HCO Bulletin — Listen-Style Auditing  [B147-014].txt,9460,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
570903 — HCO Training Bulletin — HPA-HCA Course Processes  [B033-051].txt,1510,17-10-24 14:46,0.0104,0.9896,Wahrscheinlich Nicht-LRH,roberta-large
670119 — HCO Bulletin — Manifestations of Engrams and Secondaries Further Defined  [B041-024].txt,3429,17-10-24 14:46,0.0059,0.9941,Wahrscheinlich Nicht-LRH,roberta-large
590819 — HCO Bulletin — How to Handle Work  [B023-136].txt,3251,17-10-24 14:46,0.9997,0.0003,Wahrscheinlich LRH,roberta-large
590227 — HCO Bulletin — How to Select Selected Persons  [B023-038].txt,1493,17-10-24 14:46,0.0675,0.9325,Wahrscheinlich Nicht-LRH,roberta-large
601118 — HCO Bulletin — Preclear Assessment Sheet  [B008-082].txt,5652,17-10-24 14:46,0.5970,0.4030,Wahrscheinlich LRH,roberta-large
630512 — HCO Bulletin — Routine 3 - RI Form (GPM RI Form Corrected)  [B153-016].txt,8992,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711029RA — HCO Bulletin — Int Rundown Correction List Revised  [B095-014].txt,9388,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610427 — HCO Bulletin — Change Processes  [B115-001].txt,3610,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
650830 — HCO Bulletin — Art  [B031-022].txt,9086,17-10-24 14:46,0.9953,0.0047,Wahrscheinlich LRH,roberta-large
731116 — HCO Bulletin — Study Tech and Post  [PL070-017].txt,2222,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
801105 — HCO Bulletin — Returning Tours Confessional  [B056-053].txt,6067,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
600810 — HCO Bulletin — Miscellaneous Items  [B027-064].txt,13421,17-10-24 14:46,0.0050,0.9950,Wahrscheinlich Nicht-LRH,roberta-large
680119 — HCO Bulletin — S & Ds - S & Ds by Button  [B041-043].txt,3261,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
721108 Issue 2 — HCO Bulletin — Folder Error Summaries  [B012-188].txt,4747,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"621205 — HCO Bulletin — 2-12, 3GAXX, 3-21 and Routine 2-10 - Modern Assessment  [B160-042].txt",16268,17-10-24 14:46,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
680507 — HCO Bulletin — Upper Indoc TRs  [B041-046].txt,10020,17-10-24 14:46,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
840127 — HCO Bulletin — FSM Breakthrough - New FSM TRs - Controlling a Conversation  [B062-029].txt,6969,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710901 Issue 3 — HCO Bulletin — TR Course Breakthrough Successes  [B011-149].txt,4105,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610601 — HCO Bulletin — Assessing  [B154-012].txt,2834,17-10-24 14:46,0.9989,0.0011,Wahrscheinlich LRH,roberta-large
"640907 Issue 2 — HCO Bulletin — PTPs, Overts and ARC Breaks  [B040-029].txt",9484,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710930 Issue 2 — HCO Bulletin — TRs in Auditor Training and Cramming  [B011-175].txt,4127,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
721228R — HCO Bulletin — Auditor's Rights Addition  [B051-022].txt,2298,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
591231 — HCO Bulletin — Blow-Offs  [B026-024].txt,8633,17-10-24 14:46,0.8105,0.1895,Wahrscheinlich LRH,roberta-large
640909 Issue 2 — HCO Bulletin — Clay Table Clearing  [B081-008].txt,2052,17-10-24 14:46,0.0292,0.9708,Wahrscheinlich Nicht-LRH,roberta-large
710404 — HCO Bulletin — Use of Quad Dianetics  [B011-038].txt,5104,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
660121 — HCO Bulletin — S & D Errors (Handling PTSes with S & D)  [B041-002].txt,1205,17-10-24 14:46,0.0035,0.9965,Wahrscheinlich Nicht-LRH,roberta-large
820217 — HCO Bulletin — Prejudice  [B165-045].txt,359,17-10-24 14:46,0.9993,0.0007,Wahrscheinlich LRH,roberta-large
721216 — HCO Bulletin — Help the PC  [B012-209].txt,2448,17-10-24 14:46,0.0182,0.9818,Wahrscheinlich Nicht-LRH,roberta-large
620628 — HCO Bulletin — Dirty Needles - How to Smooth Out Needles  [B002-039].txt,3700,17-10-24 14:46,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
620212 — HCO Bulletin — How to Clear Withholds and Missed Withholds  [B155-001].txt,4747,17-10-24 14:46,0.0060,0.9940,Wahrscheinlich Nicht-LRH,roberta-large
681016 — HCO Bulletin — Supervisor's Duty  [B075-085].txt,484,17-10-24 14:46,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
820119 Issue 2 — HCO Bulletin — High School Indoctrination  [B061-009].txt,7359,17-10-24 14:46,0.0084,0.9916,Wahrscheinlich Nicht-LRH,roberta-large
800709 — HCO Bulletin Attachment — 'This is a sample Solo worksheet...'  [B059-012].txt,254,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
XXXXXX — HCO Bulletin Attachment — Folder Summary Form  [B012-171].txt,33,17-10-24 14:46,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
690716 — HCO Bulletin — Urgent - Important - 'I have made a breakthrough in auditor training...'  [B042-112].txt,3686,17-10-24 14:46,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-large
711112 — HCO Bulletin — False TA Addition  [B011-227].txt,2772,17-10-24 14:46,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
720409 Issue 08 — HCO Bulletin — Clearing List Words in Scientology - HC Out-Point Plus-Point Lists  [B012-077].txt,2000,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
710319 — HCO Bulletin — List L1C  [B079-001].txt,2291,17-10-24 14:46,0.0028,0.9972,Wahrscheinlich Nicht-LRH,roberta-large
710914 Issue 2 — HCO Bulletin — Word Clearing CS-1R - CS Instructions  [B045-056].txt,1937,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
651021 — HCO Bulletin — Release Rehabilitation  [B005-039].txt,3177,17-10-24 14:46,0.0479,0.9521,Wahrscheinlich Nicht-LRH,roberta-large
"720330R — HCO Bulletin — Primary Correction Rundown Revised, The  [B012-115].txt",4452,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
690522 — HCO Bulletin — Notes on CS Instructions  [B075-047].txt,5045,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690526 — HCO Bulletin — Pastoral Counseling - Health Form  [B159-024].txt,2804,17-10-24 14:46,0.0579,0.9421,Wahrscheinlich Nicht-LRH,roberta-large
640909 Issue 2 — HCO Bulletin — Clay Table Clearing  [B081-009].txt,2037,17-10-24 14:46,0.0041,0.9959,Wahrscheinlich Nicht-LRH,roberta-large
710626 — HCO Bulletin — Supervisor Two-Way Comm and the Misunderstood Word  [B044-089].txt,7001,17-10-24 14:46,0.0029,0.9971,Wahrscheinlich Nicht-LRH,roberta-large
800709 — HCO Bulletin — Checklist for Setting Up a Solo Session  [B059-012].txt,5856,17-10-24 14:46,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
"820825 — HCO Bulletin — Joy of Creating, The  [B064-026].txt",518,17-10-24 14:46,0.9996,0.0004,Wahrscheinlich LRH,roberta-large
710830 Issue 2 — HCO Bulletin — PC Completions  [B011-145].txt,2356,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"710523 Issue 05R — HCO Bulletin — Communication Cycle in Auditing, The  [B052-066].txt",3700,17-10-24 14:46,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
720407RA — HCO Bulletin — Touch Assists - Correct Ones  [B096-019].txt,10211,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
601006 — HCO Bulletin — Thirty-Six New Presessions  [B140-034].txt,7856,17-10-24 14:46,0.0028,0.9972,Wahrscheinlich Nicht-LRH,roberta-large
700322 — HCO Bulletin — Exteriorization and High TA  [B076-008].txt,8188,17-10-24 14:46,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-large
600614 — HCO Bulletin — Miscellaneous Items  [B027-051].txt,9015,17-10-24 14:46,0.0915,0.9085,Wahrscheinlich Nicht-LRH,roberta-large
690528 — HCO Bulletin — How Not to Erase  [B159-032].txt,4630,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
601027 — HCO Bulletin — Revised Case Entrance  [B140-039].txt,6221,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"600429 — HCO Bulletin — Scientific Treatment of the Insane, The  [B024-122].txt",5793,17-10-24 14:46,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
"680826 Issue 2 — HCO Bulletin — Class VIII Course, The  [B170-001].txt",1370,17-10-24 14:46,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
700612 — HCO Bulletin — Programming of Cases  [B078-002].txt,13973,17-10-24 14:46,0.0025,0.9975,Wahrscheinlich Nicht-LRH,roberta-large
690528 Issue 2 — HCO Bulletin — Dianetics and Results - Dianetic Counseling Groups  [B093-021].txt,4333,17-10-24 14:46,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-large
"600309 — HCO Bulletin — Expansion of OT-3A Procedure, Step Two - HGC Allowed Processes  [B036-051].txt",5701,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
680925 — HCO Bulletin — Continuous PT Overts  [B122-006].txt,521,17-10-24 14:46,0.0218,0.9782,Wahrscheinlich Nicht-LRH,roberta-large
720218 Issue 1 — HCO Bulletin — False TA Addition 3  [B048-027].txt,3664,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"690613 — HCO Bulletin — 3 Way S & D, The  [B009-107].txt",2663,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"690507 Issue 4 — HCO Bulletin — Five GAEs, The  [B009-062].txt",748,17-10-24 14:46,0.3338,0.6662,Wahrscheinlich Nicht-LRH,roberta-large
"800712R — HCO Bulletin — Basics of Ethics, The  [B059-013].txt",10440,17-10-24 14:46,0.0100,0.9900,Wahrscheinlich Nicht-LRH,roberta-large
680828 Issue 2 — HCO Bulletin — Drugs  [B070-007].txt,2702,17-10-24 14:46,0.8075,0.1925,Wahrscheinlich LRH,roberta-large
810913 Issue 2R — HCO Bulletin — Revision of Academy Levels 0-IV Auditing Requirements  [B064-001].txt,1415,17-10-24 14:46,0.6131,0.3869,Wahrscheinlich LRH,roberta-large
830827 — HCO Bulletin — Words and Associations  [B061-055].txt,1675,17-10-24 14:46,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
660121 — HCO Bulletin — S & D Errors (Handling PTSes with S & D)  [B006-002].txt,1205,17-10-24 14:46,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
600424 — HCO Bulletin — Concerning the Campaign for Presidency  [B139-070].txt,3707,17-10-24 14:46,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
591105 — HCO Bulletin — Scientology Games for Children  [B023-258].txt,4381,17-10-24 14:46,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-large
590718 — HCO Bulletin — Technically Speaking  [B026-001].txt,804,17-10-24 14:46,0.9877,0.0123,Wahrscheinlich LRH,roberta-large
710830 Issue 1 — HCO Bulletin — Student Completions  [B011-144].txt,2018,17-10-24 14:46,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
710625R — HCO Bulletin — Barriers to Study  [B165-028].txt,6717,17-10-24 14:46,0.9866,0.0134,Wahrscheinlich LRH,roberta-large
811205R — HCO Bulletin — Setting Up and Using a Reel-to-Reel Tape Player  [B062-015].txt,12000,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
731116 — HCO Bulletin — Study Tech and Post  [B097-013].txt,2136,17-10-24 14:46,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
611123 — HCO Bulletin — Meter Reading  [B028-050].txt,4367,17-10-24 14:46,0.5308,0.4692,Nicht eindeutig,roberta-large
690507 Issue 5 — HCO Bulletin — Floating Needle  [B129-001].txt,1562,17-10-24 14:46,0.8833,0.1167,Wahrscheinlich LRH,roberta-large
710722 Issue 2R — HCO Bulletin — Solo Auditor Admin  [B055-024].txt,2025,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
840606 Issue 2 — HCO Bulletin — ''Murder Routine''  [B062-043].txt,2192,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
660822 — HCO Bulletin — Floating Needles - Listing Processes  [B041-015].txt,2075,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
700421 — HCO Bulletin — Two-Way Comm CSes  [B076-015].txt,3352,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"640724 — HCO Bulletin — TA Counters, Use Of  [B040-023].txt",6146,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
660929 — HCO Bulletin — Library Record of Levels  [B006-026].txt,62464,17-10-24 14:46,0.9943,0.0057,Wahrscheinlich LRH,roberta-large
710211 — HCO Bulletin — Successful Cramming Actions  [B011-012].txt,9731,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
691115 Issue 2 — HCO Bulletin — Case Supervision - How It Goes Nonstandard  [B042-153].txt,5213,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"701027 — HCO Bulletin — Intention of the Student, The  [B043-113].txt",1451,17-10-24 14:46,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
811215 — HCO Bulletin — New Grade Chart - PC-Pre-OT Programming  [B060-026].txt,546,17-10-24 14:46,0.4336,0.5664,Wahrscheinlich Nicht-LRH,roberta-large
671009 — HCO Bulletin — Assists for Injuries  [B157-003].txt,1894,17-10-24 14:46,0.4113,0.5887,Wahrscheinlich Nicht-LRH,roberta-large
711218 — HCO Bulletin — Index of CS Series HCOBs by Title and Subject  [B047-042].txt,20184,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
591204 — HCO Bulletin — Allowed Processes 1st Melbourne ACC  [B113-022].txt,2284,17-10-24 14:46,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-large
"721106 Issue 2 — HCO Bulletin — Program Sheet, The  [B012-174].txt",2729,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
"590807 — HCO Bulletin — Handling of Communication Processes - Some Rapid Data, The  [B139-007].txt",7712,17-10-24 14:46,0.0284,0.9716,Wahrscheinlich Nicht-LRH,roberta-large
720502 — HCO Bulletin — Clearing Commands  [B012-100].txt,3283,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
710313 — HCO Bulletin — LIX Hi-Lo TA List  [B011-024].txt,3514,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"681020 — HCO Bulletin — Purpose of Class VIII, The  [B170-002].txt",3854,17-10-24 14:46,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-large
630804 — HCO Bulletin — E-Meter Errors - Communication Cycle Error  [B039-039].txt,8133,17-10-24 14:46,0.0530,0.9470,Wahrscheinlich Nicht-LRH,roberta-large
590907 — HCO Bulletin — When Is a Process Flat  [B023-158].txt,3546,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
600923 — HCO Bulletin — Order of Test of Havingness and Confront Commands  [B065-029].txt,6292,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
680917R — HCO Bulletin — Six Zones of Action  [B053-011].txt,1450,17-10-24 14:46,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
600317 — HCO Bulletin — Standardized Sessions  [B161-007].txt,7562,17-10-24 14:46,0.9995,0.0005,Wahrscheinlich LRH,roberta-large
840612 — HCO Bulletin — False Purpose Rundown Auditor Errors  [B057-063].txt,4318,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
830807 — HCO Bulletin — Robotic TRs  [B061-051].txt,1878,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
590909 — HCO Bulletin — Magazine Article  [B035-125].txt,1580,17-10-24 14:46,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
710421 — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B011-046].txt,11040,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
701202 — HCO Bulletin — Exteriorization Summary  [B010-137].txt,5711,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
750112 — HCO Bulletin — Quads Reinstated  [B143-015].txt,1919,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690519R — HCO Bulletin Attachment — Pastoral Counseling - Health Form  [B042-119].txt,4005,17-10-24 14:46,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
711024RA — HCO Bulletin — False TA  [B055-026].txt,11152,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
621015 — HCO Bulletin — Goal Finder's Model Session  [B002-073].txt,3590,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"601229 — HCO Bulletin — New PE and the New HAS Co-Audit, The  [B036-187].txt",5902,17-10-24 14:46,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
800829 — HCO Bulletin — How Not to Miss out on Gains from Your Auditing  [B104-010].txt,25678,17-10-24 14:46,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
"700821 — HCO Bulletin — Session Grading - Well Done, Definition Of  [B043-090].txt",5111,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690727 — HCO Bulletin — High TA and Erasing  [B009-137].txt,1448,17-10-24 14:46,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-large
621112 — HCO Bulletin — 3GAXX - Dirty Needles and Incomplete Lists - How to Assess  [B002-084].txt,3634,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
711217R — HCO Bulletin — Interiorization Summary  [B052-011].txt,7316,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600623 — HCO Bulletin — Special Zone Plan - The Scientologist's Role in Life  [B027-053].txt,17770,17-10-24 14:46,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
611102 — HCO Bulletin — Rudiments and Clearing  [B001-092].txt,3843,17-10-24 14:46,0.0266,0.9734,Wahrscheinlich Nicht-LRH,roberta-large
690520 Issue 2 — HCO Bulletin — Dianetics  [B075-045].txt,9441,17-10-24 14:46,0.6585,0.3415,Wahrscheinlich LRH,roberta-large
590925 — HCO Bulletin — HAS Co-Audit  [B035-140].txt,2023,17-10-24 14:46,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-large
730130 Issue 5 — HCO Bulletin — Build Up Powerful Word Clearers  [B051-011].txt,2184,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
890602 — HCO Bulletin — Auditing Repair List for People from EST  [B111-003].txt,11988,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"761026 Issue 1 — HCO Bulletin — Auditing Reports, Falsifying Of  [B100-006].txt",5595,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
851025R — HCO Bulletin — Purification Rundown Correction List  [B108-004].txt,23465,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
600602 — HCO Bulletin — Dynamic Assessment on Help  [B036-096].txt,7827,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690526 — HCO Bulletin — Dianetics - Study and Drills  [B042-081].txt,4094,17-10-24 14:46,0.0207,0.9793,Wahrscheinlich Nicht-LRH,roberta-large
800502 Issue 2 — HCO Bulletin Attachment — Survival RD - Daily Report  [B058-038].txt,413,17-10-24 14:46,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-large
591014 — HCO Bulletin — London Up  [B023-218].txt,460,17-10-24 14:46,0.0060,0.9940,Wahrscheinlich Nicht-LRH,roberta-large
641017 — HCO Bulletin — Clay Table Data  [B081-015].txt,1981,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
720319 — HCO Bulletin — CSing or Auditing without Folder Study  [PL023-080].txt,1420,17-10-24 14:46,0.0095,0.9905,Wahrscheinlich Nicht-LRH,roberta-large
740831 — HCO Bulletin — New Grade Chart  [B052-030].txt,5976,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
671011 — HCO Bulletin — Clay Table Training  [B041-034].txt,2877,17-10-24 14:46,0.0425,0.9575,Wahrscheinlich Nicht-LRH,roberta-large
700617 Issue 3 — HCO Bulletin — Cancellation of HCOBs That Conflict with Full Lower Grades  [B010-061].txt,1701,17-10-24 14:46,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
631002 — HCO Bulletin — GPMs - Experimental Process Withdrawn  [B153-053].txt,761,17-10-24 14:46,0.0098,0.9902,Wahrscheinlich Nicht-LRH,roberta-large
600507 — HCO Bulletin — Marriage Co-Audit  [B024-133].txt,2011,17-10-24 14:46,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
611214 — HCO Bulletin — Rudiments Modernized  [B037-077].txt,7863,17-10-24 14:46,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
